n,m,Distribution,OPT,Plurality,Plurality Distortion,Copeland,Copeland Distortion,STV,STV Distortion,Borda,Borda Distortion,STAR,STAR Distortion
1000,15,normal,Candidate 2,Candidate 4,1.0837201582913658,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 3,Candidate 0,1.091184077857172,Candidate 3,1.0,Candidate 3,1.091184077857172,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 4,1.117605817905269,Candidate 0,1.0,Candidate 0,1.0198921025738537,Candidate 0,1.0,Candidate 1,1.0198921025738537
1000,15,normal,Candidate 4,Candidate 3,1.1335888926355142,Candidate 4,1.0,Candidate 4,1.0,Candidate 0,1.0073236670393557,Candidate 0,1.0073236670393557
1000,15,normal,Candidate 4,Candidate 1,1.0657192847693426,Candidate 4,1.0,Candidate 4,1.0657192847693426,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 0,Candidate 1,1.0109616664835404,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 3,1.00427866934676
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 2,1.1279116797593745,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 1,1.0004888933460363,Candidate 3,1.0,Candidate 3,1.0004888933460363,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 0,1.074062676940498,Candidate 1,1.0,Candidate 1,1.018044853647128,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 2,Candidate 0,1.3279537288809746,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 3,1.0164713707232131
1000,15,normal,Candidate 1,Candidate 0,1.3147137020945443,Candidate 1,1.0,Candidate 1,1.1858504636534586,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 0,1.0244997194688625,Candidate 3,1.0,Candidate 3,1.0064989713858234,Candidate 3,1.0,Candidate 4,1.0064989713858234
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 0,1.4394191514650392,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 1,1.0984586192875887,Candidate 0,1.0003819568511976,Candidate 0,1.0,Candidate 0,1.0003819568511976,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 0,1.1977601575717804,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 0,1.289392822388016,Candidate 4,1.0,Candidate 4,1.0727433576125749,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 2,1.019738786836787,Candidate 1,1.0,Candidate 1,1.019738786836787,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 1,1.0033799631159912,Candidate 4,1.0,Candidate 4,1.0033799631159912,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 4,1.332251017655273,Candidate 4,1.332251017655273
1000,15,normal,Candidate 3,Candidate 0,1.1254247903594334,Candidate 3,1.0,Candidate 3,1.014579153086907,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 3,1.1619947206055423,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 0,1.3413626470913698,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 2,1.160294784707484,Candidate 4,1.0,Candidate 4,1.0144368346484043,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 3,Candidate 1,1.1488463451653637,Candidate 3,1.0,Candidate 3,1.1488463451653637,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 1,1.0782857970175184,Candidate 0,1.0,Candidate 0,1.0782857970175184,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 0,1.082759929767952,Candidate 1,1.0,Candidate 1,1.082759929767952,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 4,1.1650624205568503,Candidate 1,1.0,Candidate 1,1.0,Candidate 4,1.1650624205568503,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 2,1.3871400531690201,Candidate 3,1.0,Candidate 3,1.029006931849238,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 1,1.0199817772265949,Candidate 0,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 3,1.0267153719311122,Candidate 3,1.0267153719311122
1000,15,normal,Candidate 0,Candidate 4,1.0010299941396892,Candidate 0,1.0,Candidate 0,1.0010299941396892,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 0,1.031919505050638,Candidate 1,1.0,Candidate 1,1.031919505050638,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 0,1.1675776223419847,Candidate 1,1.0,Candidate 1,1.0239651416122002,Candidate 1,1.0,Candidate 2,1.0239651416122002
1000,15,normal,Candidate 2,Candidate 3,1.019759264851806,Candidate 2,1.0,Candidate 2,1.019759264851806,Candidate 2,1.0,Candidate 3,1.019759264851806
1000,15,normal,Candidate 4,Candidate 2,1.0954251127875625,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 4,Candidate 2,1.0716112211386597,Candidate 4,1.0,Candidate 4,1.0716112211386597,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 2,1.118444222030731,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 2,1.3800784420637808,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 2,Candidate 3,1.0495509087757353,Candidate 2,1.0,Candidate 2,1.0495509087757353,Candidate 2,1.0,Candidate 0,1.01601191584435
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 0,1.0696392679572626
1000,15,normal,Candidate 2,Candidate 1,1.0857789190511133,Candidate 2,1.0,Candidate 2,1.0857789190511133,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 0,1.421062980030722,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 0,Candidate 3,1.1821437415471363,Candidate 0,1.0,Candidate 0,1.1821437415471363,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 0,1.0127655649500376,Candidate 1,1.0,Candidate 1,1.0,Candidate 0,1.0127655649500376,Candidate 0,1.0127655649500376
1000,15,normal,Candidate 2,Candidate 1,1.3499234061867653,Candidate 2,1.0,Candidate 2,1.14350465551696,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 0,Candidate 1,1.121731186479386,Candidate 0,1.0,Candidate 0,1.121731186479386,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 4,1.3930779950354943,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 2,1.071233251967695,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 3,1.0489011535401749,Candidate 3,1.0489011535401749
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 0,1.0031940547315923,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 3,1.1203527311503292,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 1,1.0318741047917486
1000,15,normal,Candidate 1,Candidate 2,1.3357226836576037,Candidate 1,1.0,Candidate 1,1.217835425595128,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 2,1.1245532304427162,Candidate 3,1.0,Candidate 3,1.1245532304427162,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 1,1.0196415744647456,Candidate 2,1.0870289553265864
1000,15,normal,Candidate 0,Candidate 4,1.0101587774693717,Candidate 0,1.0,Candidate 0,1.0101587774693717,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 2,1.0651232317786679,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 1,1.1815119951463735,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 0,1.2980769230769225,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 4,1.0014837779640877,Candidate 4,1.0,Candidate 4,1.0014837779640877,Candidate 3,1.0205798797295411
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 1,1.560641153365353,Candidate 0,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 4,1.019617711991397
1000,15,normal,Candidate 0,Candidate 3,1.007374750495899,Candidate 0,1.0,Candidate 0,1.007374750495899,Candidate 0,1.0,False,False
1000,15,normal,Candidate 2,Candidate 4,1.5441724021211811,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 0,1.4290628057372452,Candidate 2,1.0,Candidate 2,1.1120128971123002,Candidate 2,1.0,Candidate 3,1.030790624980769
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 4,1.064038522397968,Candidate 3,1.0,Candidate 3,1.064038522397968,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 3,1.0236873024749147,Candidate 2,1.0,Candidate 2,1.0236873024749147,Candidate 2,1.0,Candidate 0,1.0438309342347478
1000,15,normal,Candidate 3,Candidate 4,1.0355054837195419,Candidate 3,1.0,Candidate 3,1.0355054837195419,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 2,1.044730358272965,Candidate 1,1.0,Candidate 1,1.044730358272965,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 0,1.130085866906296,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 2,1.0312357339883107,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 2,1.0910904421115613,Candidate 3,1.0,Candidate 3,1.0910904421115613,Candidate 0,1.001371468468693,Candidate 0,1.001371468468693
1000,15,normal,Candidate 0,Candidate 4,1.116848541915379,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 2,Candidate 3,1.3251792441365904,Candidate 2,1.0,Candidate 2,1.0929031474055149,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 1,Candidate 0,1.1410809008517464,Candidate 1,1.0,Candidate 1,1.1410809008517464,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 4,1.3499187413147398,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 3,1.0432371115555694,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 2,1.3067268866090371,Candidate 0,1.0,Candidate 0,1.2305985104537425,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 4,Candidate 1,1.0072012381524924,Candidate 4,1.0,Candidate 4,1.0072012381524924,Candidate 0,1.0059093641677639,Candidate 0,1.0059093641677639
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 2,1.0750927663897591,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 0,1.2195692574171086,Candidate 1,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 0,1.0347850960103468
1000,15,normal,Candidate 3,Candidate 4,1.3677328056464073,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 1,1.009305481510203
1000,15,normal,Candidate 0,Candidate 1,1.0480767440850338,Candidate 0,1.0,Candidate 0,1.0480767440850338,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 0,1.1246372127597715,Candidate 4,1.0,Candidate 4,1.1246372127597715,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 2,1.4868724235671387,Candidate 3,1.0,Candidate 3,1.003080671940002,Candidate 3,1.0,Candidate 0,1.003080671940002
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 0,1.0365189521869878,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 4,1.2301013643556735,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 3,1.0502294664823153,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 0,1.134905130521843,Candidate 3,1.0,Candidate 3,1.134905130521843,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 4,1.1181195397214332,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 1,1.1004640600315947,Candidate 3,1.0,Candidate 3,1.0015057266982612,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 2,1.1830491076065766,Candidate 1,1.0,Candidate 1,1.1830491076065766,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 1,1.4665193645465215,Candidate 3,1.0,Candidate 3,1.0228034172343496,Candidate 3,1.0,Candidate 2,1.0028323968502715
1000,15,normal,Candidate 3,Candidate 4,1.182575821005107,Candidate 3,1.0,Candidate 3,1.0614683094282742,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 1,1.1646157874067273,Candidate 3,1.0,Candidate 3,1.1646157874067273,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 3,1.021003500583431,Candidate 0,1.0,Candidate 0,1.0,Candidate 3,1.021003500583431,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 2,1.1095394516323658,Candidate 1,1.0,Candidate 1,1.1095394516323658,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 2,Candidate 4,1.1273330298497766,Candidate 2,1.0,Candidate 2,1.1273330298497766,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 3,1.0876325755341363
1000,15,normal,Candidate 4,Candidate 1,1.1049931151118995,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 3,1.1508960393554521,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 2,Candidate 1,1.0263610559333682,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 1,1.0263610559333682
1000,15,normal,Candidate 3,Candidate 2,1.0928634330806553,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 0,1.0860587378333302,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 0,1.0119103344255473,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 1,Candidate 0,1.002031753756312,Candidate 1,1.0,Candidate 1,1.002031753756312,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 3,1.0390193473936007
1000,15,normal,Candidate 4,Candidate 0,1.2041808637996119,Candidate 4,1.0,Candidate 4,1.2041808637996119,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 3,1.0175290600305171,Candidate 3,1.0175290600305171
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 0,1.1767692488250945,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 4,1.0644248324309988,Candidate 0,1.0,Candidate 0,1.0644248324309988,Candidate 1,1.00281755984156,Candidate 1,1.00281755984156
1000,15,normal,Candidate 3,Candidate 2,1.1079844401424894,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 3,1.0686997126894417
1000,15,normal,Candidate 0,Candidate 2,1.2200416654086523,Candidate 0,1.0,Candidate 0,1.2200416654086523,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 0,1.1863830540178486,Candidate 4,1.0,Candidate 4,1.0700437299360495,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 2,1.0931139128074794,Candidate 4,1.0,Candidate 4,1.0931139128074794,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 2,Candidate 0,1.1259119361786802,Candidate 2,1.0,Candidate 2,1.1259119361786802,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 4,1.068114759244144
1000,15,normal,Candidate 2,Candidate 1,1.3773360485862036,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 3,1.0822866031499114,Candidate 0,1.0990083608788657
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 3,1.2770671996002994,Candidate 0,1.0,Candidate 0,1.1318011491381452,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 2,1.2023383734984325,Candidate 0,1.0,Candidate 0,1.1340001479983224,Candidate 0,1.0,Candidate 3,1.0075972472311971
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 3,1.003541449666075,Candidate 2,1.0,Candidate 2,1.003541449666075,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 3,Candidate 2,1.108831830762065,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 1,1.207603981895881,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 3,1.4515801214524704,Candidate 0,1.0,Candidate 0,1.2043128020820424,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 2,1.0228103649904607,Candidate 0,1.0,Candidate 0,1.0228103649904607,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 1,1.2431607636014208,Candidate 0,1.0,Candidate 0,1.1840958671493038,Candidate 4,1.0030698759359196,Candidate 4,1.0030698759359196
1000,15,normal,Candidate 0,Candidate 3,1.0079427242687533,Candidate 0,1.0,Candidate 0,1.0079427242687533,Candidate 0,1.0,Candidate 3,1.0079427242687533
1000,15,normal,Candidate 1,Candidate 0,1.1180888590653617,Candidate 1,1.0,Candidate 1,1.1180888590653617,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 1,1.0002702476626795,Candidate 1,1.0,Candidate 1,1.0002702476626795,Candidate 1,1.0002702476626795
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 4,1.0248580492869124,Candidate 4,1.0248580492869124
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 4,1.0714253362924058,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 0,1.1114027891714537,Candidate 3,1.0,Candidate 3,1.0,Candidate 0,1.1114027891714537,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 4,1.348881013160175,Candidate 3,1.0,Candidate 3,1.0305335943889558,Candidate 0,1.0006443778036627,Candidate 0,1.0006443778036627
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 2,1.1563259530019456,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 2,Candidate 4,1.002521366729085,Candidate 2,1.0,Candidate 2,1.002521366729085,Candidate 2,1.0,Candidate 4,1.002521366729085
1000,15,normal,Candidate 1,Candidate 3,1.2760178277531506,Candidate 1,1.0,Candidate 1,1.1062457202580458,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 2,1.0368533773603417,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 1,1.3575548303862797,Candidate 0,1.0,Candidate 0,1.2258860135083856,Candidate 0,1.0,Candidate 4,1.0021249146239648
